Start Date;01/01/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
End Date;26/01/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ATO FP Equity;FP FP Equity;EN FP Equity;ADP FP Equity;AI FP Equity;AIR FP Equity;AMS SM Equity;AZN LN Equity;TEAM US Equity;ATO FP Equity;BKT SM Equity;BKG LN Equity;BIM FP Equity;BMW GR Equity;BNP FP Equity;BOBNN SW Equity;EN FP Equity;BP/ LN Equity;BTVCY US Equity;BNZL LN Equity;BVI FP Equity;CPG LN Equity;CPG LN Equity;1COV GY Equity;CRDA LN Equity;BN FP Equity;DAL IM Equity;DGE LN Equity;DPLM LN Equity;EDENFP CorpTicker;FGR FP Equity;ESSITYB SS Equity;ERF FP Equity;EXPN LN Equity;FNAC FP Equity;FRE GY Equity;GEBN SW Equity;GIVN SW Equity;HLMA LN Equity;HAS LN Equity;HENKEL HB Equity;ICON LN Equity;IMA IM Equity;ITX SM Equity;INGA NA Equity;ITRK LN Equity;KOMB CP Equity;KONE AV Equity;LH US Equity;LR FP Equity;MC FP Equity;MARR IM Equity;MDT US Equity;ML FP Equity;NESN SW Equity;RI FP Equity;POM FP Equity;RB/ LN Equity;RIO LN Equity;ROG SW Equity;ROR LN Equity;RUI FP Equity;SGE LN Equity;SAN FP Equity;SAP GY Equity;SLB US Equity;SU FP Equity;GLE FP Equity;SW FP Equity;STAN LN Equity;THEP FP Equity;TOTAL 3.875 PERP REGS Corp;UPM FH Equity;FR FP Equity;VIE FP Equity;DG FP Equity;WDI GY Equity;MRW LN Equity
03/05/2019;67,96;49,17;33,33;181,2;107,7727;119,56;67,62;5741;110,41;67,96;7,024;3730;71,75;75,92;48,255;73,15;33,33;548,1;24,86;2246;22,2;1736,5;1736,5;48,33;5080;72,46;20,08;3207,5;1560;#N/A N/A;91,36;280,8;398,8;2216;77;51,43;461,6;2628;1803;151,3;27810;0,36;75,95;26,29;11,242;5278;888,5;#N/A N/A;164,95;62,38;355,05;21,1;89,58;113,9;97,19;155,2;26,63;6064;4407,5;269,3;307,4;48,98;712,4;77,62;113,66;41,28;74,5;28,7;101,95;710,4;51,4;109,225;25,31;32,26;21,44;88,38;128,75;215,6
06/05/2019;68,88;47,99;32,9;181,1;107,0909;119,7;66,5;5741;110,57;68,88;6,956;3730;70,75;74,24;47,885;72,1;32,9;548,1;24,86;2246;21,83;1736,5;1736,5;47,29;5080;72,44;19,94;3207,5;1560;#N/A N/A;90,14;280,4;400,2;2216;76,15;50,23;462,4;2634;1803;151,3;27810;0,36;73,45;26,05;11,038;5278;867;#N/A N/A;165,44;61,36;344,4;21,1;90,15;112;97,8;155;25,42;6064;4407,5;268;307,4;48;712,4;76,71;112,5;41,24;73,54;28,18;101,8;710,4;52;109,239;25,01;30,97;21,21;87,54;126,55;215,6
07/05/2019;66,3;46,705;32,78;179,7;105,1818;117,54;65,34;5763;110,67;66,3;6,84;3704;70,9;71,43;46,875;71,45;32,78;533,2;24,86;2232;21,45;1717;1717;45,31;5035;69,86;18,74;3212;1530;#N/A N/A;89,92;277,8;389,8;2181;75,55;49,375;458,6;2631;1796,5;150;27810;0,34;73,5;25,48;10,81;5126;873;#N/A N/A;162,22;61,4;335,05;21,2;89,27;110,75;97,52;154,9;24,58;5999;4410;266,45;301,9;48,16;707,4;76,23;110,06;40,6;72,54;27,085;102;692,6;52,6;109,011;24,35;30,17;21,6;86,62;133,5;214,9
08/05/2019;68,24;46,98;33,15;179,7;104,9091;118,8;67,62;5835;117,17;68,24;6,91;3652;71,35;71,47;46,82;71,55;33,15;538,3;24,86;2239;21,64;1708;1708;45,1;5125;70,02;18,64;3240,5;1540;#N/A N/A;91,02;277,3;393,6;2196;75,95;50,3;460;2631;1792,5;149,8;27810;0,34;74,8;25,43;10,75;5214;873;#N/A N/A;163,5;61,02;339,6;21,35;89;110,6;98,4;157,05;24,64;6111;4422;266,4;304,5;47,94;719,8;76,33;111,1;40,27;72,82;26,9;100,25;688;52,6;108,488;24,3;29,94;21,07;86,64;140;213,6
09/05/2019;67,24;46,605;32,58;169,5;102,8182;116,8;65,94;5826;125,13;67,24;6,772;3697;70,95;70,13;45,42;68,8;32,58;525,5;24,86;2190;21,26;1704,5;1704,5;43,68;5065;69,46;18,45;3240,5;1520;#N/A N/A;88,68;278;395,8;2175;72,65;50,52;451;2581;1749,5;146,5;27810;0,385;72,95;25,15;10,43;5024;861,5;#N/A N/A;165,92;60;331,85;21,05;88,14;107,4;96,93;154,4;23,62;6155;4371;260;294,7;46,72;720,8;73,38;110,08;40,27;71,28;26,285;100,3;679,6;51,6;108,315;23,96;28,59;20,67;85,22;135,25;211,7
10/05/2019;68,38;46,87;32,57;153;103,2273;117,5;66,34;5692;128,87;68,38;6,784;3710;71,5;69,71;45,49;69,6;32,57;524,2;24,86;2125;21,57;1707;1707;43,85;5070;69,82;17,93;3245,5;1530;#N/A N/A;88;280,4;397;2183;73,05;50,44;452;2560;1756;147,2;27810;0,355;73,4;25,19;10,442;5124;853,5;#N/A N/A;166,34;60,1;333,55;21,35;88,33;109,95;97,5;153,6;23,74;6145;4412;258,05;297,4;46,76;715;72,72;110,24;39,56;71,3;26,09;100,05;679,8;51,4;108,415;24,32;28,55;20,7;85,84;134,8;215,4
13/05/2019;67,78;46,865;31,83;156;103;115,52;65,58;5676;120,78;67,78;6,724;3662;70,8;68,18;44,78;67;31,83;526,3;24,86;2100;21,32;1730,5;1730,5;43,02;5010;69,68;17,68;3254;1519;#N/A N/A;86,64;279,3;393,2;2174;70,6;48,95;445,8;2533;1736,5;144,9;27810;0,375;72,2;24,95;10,236;4989;851;#N/A N/A;162,02;59,48;323,75;21,25;87,33;106,4;97,4;152,95;22,65;6161;4368;258,05;279,8;45,82;704,2;72,96;109,9;38,16;70,02;25,51;99,24;668,2;51,6;108,304;23,53;27,05;20,82;85,08;132,45;211,7
14/05/2019;70,26;47,4;32,15;154;104,7273;119;68,08;5803;123,77;70,26;6,68;3714;72,15;68,37;45,48;66,75;32,15;534,6;24,86;2093;21,94;1728,5;1728,5;43,3;5075;69,94;17,73;3280,5;1534;#N/A N/A;86,9;279,4;410,2;2209;73,45;48,745;446,6;2536;1741,5;146,6;27810;0,37;71,75;25,12;10,314;5074;855;#N/A N/A;163,33;60,6;334,3;20,95;87,66;109,25;97,4;154,4;23,03;6175;4505;258,15;287,5;47,04;719;73,4;111,92;39;71,92;25,795;99,5;679;51,8;108,346;23,57;27,89;19,98;87;137,4;214,7
15/05/2019;70,58;47,73;32,92;154,1;104,5455;120,88;68,74;5821;126,08;70,58;6,704;3731;73;70,52;45,255;65,7;32,92;539,4;24,86;2085;21,75;1778,5;1778,5;44,26;5105;70,06;18,87;3317;1532;#N/A N/A;90,66;282,2;414,6;2239;73,35;48,94;450;2566;1779,5;145,8;27810;0,375;72,45;25,3;10,086;5124;853,5;#N/A N/A;165,36;60,9;337,15;20,45;88,27;112,4;98,69;155,5;23,44;6229;4519,5;258,3;287;47,14;716,4;73,82;112,96;39,33;72,16;25,63;99,96;677,6;52,4;108,352;23,51;28,38;20,1;88,38;138,7;214,7
16/05/2019;71,1;48,605;33,39;154,3;107,4545;122,5;70,24;5880;129,74;71,1;6,772;3766;74,1;69,82;45,95;67,2;33,39;549,7;24,86;2060;22,02;1774;1774;44,95;5140;71,16;19,36;3350,5;1515;#N/A N/A;91,44;286,8;416;2320;73,2;49,01;456,3;2626;1815;148;27810;0,37;72,65;25,72;10,252;5108;848;#N/A N/A;164,99;61,7;341,2;21,15;88,11;111,35;100,42;158,9;22,96;6261;4609;265;291,6;48,12;738;75,04;116,08;39,86;73,26;25,995;100,7;692,8;52;108,487;23,82;27,61;20,13;89,2;140,05;211,1
17/05/2019;71,62;49,17;32,95;156,2;107,3636;121;70,82;5875;129,15;71,62;6,748;3780;73,7;65,93;45,375;66,55;32,95;556;24,86;2119;21,74;1800;1800;44,19;5135;71,2;19,25;3348;1509;#N/A N/A;92,14;286,9;416;2300;73,9;48,81;453,6;2639;1825;149,1;27810;0,355;71,45;25,39;10,114;5086;852;#N/A N/A;164,41;61,62;340,85;21,2;87,73;110;100,04;160,55;22,65;6255;4673;266,15;293;47,8;746,8;75,23;114,6;39,02;72,68;25,715;101,95;677,2;52,6;108,508;23,72;27,15;20,09;89,48;139,95;210,9
20/05/2019;69,08;49,225;32,44;155,2;102,8636;119,08;69,78;5824;124,55;69,08;6,716;3654;72,5;64,85;44,625;65,05;32,44;557,2;24,86;2107;21,31;1804;1804;43,02;5095;70,54;18,2;3344;1490;#N/A N/A;91,64;284,8;408,2;2301;71,35;46,965;453,4;2607;1796;147,8;27810;0,36;68,8;24,95;9,957;5050;867,5;#N/A N/A;165,59;60,82;330,05;20,9;87,57;108;99,55;158,8;22,21;6268;4676,5;265,95;292,9;46,98;738,6;74,34;111,9;39,12;72,22;25,085;101,35;677;51,4;108,513;23,22;26,28;20,02;88,92;143,75;209,5
21/05/2019;70,92;49,765;32,59;156,3;103,0455;118,26;69,72;5868;125,54;70,92;6,726;3717;73,15;64,86;44,995;65,9;32,59;560,1;24,86;2088;21,31;1801;1801;43,6;5070;71,2;18,19;3324,5;1494;#N/A N/A;90,04;286,8;416;2330;71,8;47,15;456;2622;1810;148;27810;0,34;71,05;25,17;10,056;5054;869;#N/A N/A;166,37;61,52;335,15;21,15;87,77;105,85;99,07;160,8;22,23;6269;4637;267;299,4;47,26;753,2;73,95;113,76;39,5;73,18;25,24;102,5;686,6;51,8;108,477;23,46;26,85;20,26;89,4;150,05;211,1
22/05/2019;72,82;49,005;32,32;156,1;104,2727;118,22;71,22;5938;126,25;72,82;6,572;3559;75,05;63,91;44,51;65,4;32,32;560,5;24,86;2138;21,42;1812;1812;43,3;5155;71,02;18,18;3318,5;1495;#N/A N/A;89,4;286,5;418,8;2379;71,4;47,725;458,4;2634;1826,5;150,6;27810;0,345;72,65;25,29;9,898;5186;856,5;#N/A N/A;167,46;62,1;336,3;21,45;88,76;105,85;99,68;161,9;21,98;6391;4675;267,35;302,2;47,26;772;74,9;115,68;38,34;73,12;25,025;101,6;688;51,8;108,4;23,48;26,63;20,35;89,42;158,85;209,4
23/05/2019;70,58;47,39;31,7;154,3;102,2727;114,88;70,06;6013;127,26;70,58;6,554;3508;75,2;63,22;43,65;63,6;31,7;544,1;24,86;2101;21,15;1816,5;1816,5;41,08;5115;70,8;17,72;3318,5;1455;#N/A N/A;88,18;284,8;408,8;2340;67,6;47,27;449,7;2636;1807,5;148,5;26700;0,35;72,5;24,79;9,699;5132;863;#N/A N/A;166,24;61,18;334;21,25;91,64;103,55;99,32;161,75;21,11;6416;4589,5;269,5;293,7;46,14;753,4;74,9;113,18;37,49;71,9;24,6;102;675,2;50,8;108,112;22,77;25,8;20,09;88,42;153,3;197,25
24/05/2019;71;47,555;31,9;155,2;103,3636;116,54;69,96;6089;129,52;71;6,56;3514;74,2;63,87;43,905;65,05;31,9;544,5;24,86;2090;21,34;1816;1816;40,95;5135;71,8;17,91;3348,5;1473;#N/A N/A;88,56;285,9;418,4;2332;68,4;47,51;446,7;2646;1820,5;150;26700;0,34;72,4;24,93;9,756;5242;856,5;#N/A N/A;166,8;61,44;336,5;20,9;93,03;105,5;99;162,8;21,25;6413;4642;271,2;295,5;46,08;754,4;75,16;113,62;37;73,9;24,655;102;684,6;51;108,102;22,88;26,03;20,39;90,04;155,5;199,25
27/05/2019;71,48;47,85;31,84;155,6;104,0455;116,84;69,9;6089;129,52;71,48;6,588;3514;74,3;63,64;44,2;66;31,84;544,5;24,86;2090;21,28;1816;1816;41,46;5135;71,96;18;3348,5;1473;#N/A N/A;88,64;285,1;416;2332;67,9;47,69;448,5;2664;1820,5;150;26700;0,34;73,65;25,06;9,774;5242;860;#N/A N/A;166,8;61,58;338,65;20,35;93,03;105,9;99,47;163,05;21,44;6413;4642;271,95;295,5;46,44;754,4;75,57;113,72;37;73,84;23,045;102,4;684,6;50,2;108,119;22,97;26,52;20,68;90,44;159,7;199,25
28/05/2019;70,94;47,52;31,45;154,7;102,7273;116,32;68,98;5938;128,45;70,94;6,624;3513;73,8;63,6;44,285;65,7;31,45;545,5;24,86;2103;21,12;1813;1813;41,12;5100;72,26;18,02;3359;1474;#N/A N/A;87,74;287,9;415,2;2367;68,2;47,75;448,4;2643;1801,5;150,3;26700;0,365;72,7;25,14;9,82;5360;856,5;#N/A N/A;165,25;61,96;342,6;20,55;91,31;106,9;98,72;162,5;21,84;6380;4776;268,85;299,8;46,38;756,4;74,24;113,16;36,5;73,68;22,595;102;691,2;50,6;108,205;22,57;26,69;20,76;89,6;160,9;199,9
29/05/2019;69,2;46,835;31,5;153,8;101,7727;114,38;67,46;5878;123,8;69,2;6,562;3510;72,5;63,02;41,325;63,25;31,5;541,3;24,86;2059;21,08;1769,5;1769,5;40,09;5030;71,4;17,28;3315,5;1482;#N/A N/A;85,42;281;413,8;2346;67,75;46,34;442,2;2620;1783,5;147,3;26700;0,34;70,3;24,87;9,718;5272;869,5;#N/A N/A;163,7;60,64;338,2;20,4;91,52;103,15;98,35;160,75;21,06;6383;4645;264;292,5;44,88;742,6;73,26;111,2;36,18;71,24;22,55;101,5;679,2;50,6;108,181;22,34;25,56;20,54;88,08;150;197,05
30/05/2019;69;46,84;31,88;153,9;102,6818;115,24;68,94;5862;126,22;69;6,618;3538;73,2;62,98;41,35;63,25;31,88;541,3;24,86;2094;21,12;1807,5;1807,5;40,4;5080;71,84;17,43;3355,5;1491;#N/A N/A;86,44;281;413,6;2380;67;46,105;442,2;2620;1835,5;149,3;26700;0,36;69,8;24,96;9,76;5346;870;#N/A N/A;163,37;60,98;341,65;20,25;92,58;103,6;98,35;161,8;20,97;6395;4645;264;291,9;44,76;745;73,19;112;35,18;71,62;22,565;102,6;693,6;50,4;108,208;22,34;24,19;20,52;88,82;153,4;197,5
31/05/2019;68,22;46,64;31,33;153,2;101,3636;114,86;68,36;5833;125,88;68,22;6,478;3496;73,15;61,82;40,875;63;31,33;540,1;23,5;2115;21,11;1790,5;1790,5;39,23;5070;71,4;17,22;3325,5;1486;#N/A N/A;85,58;278,5;407,2;2387;68,2;45,41;441,9;2651;1816;148,4;26700;0,38;69,5;24,05;9,695;5296;873;#N/A N/A;162,61;60,14;338,6;20,25;92,58;102,95;99,55;157,8;20,6;6348;4536,5;263,1;287,5;44,68;747;72,24;110,42;34,69;70,8;22,46;103;687;51,6;108,157;22,42;23,68;20,71;88,46;140,1;196,85
03/06/2019;68,06;46,71;31,14;154,9;102,5909;117,16;68,16;5944;117,3;68,06;6,378;3437;72,65;61,25;40,815;62,35;31,14;544;23,5;2127;21,05;1807;1807;39,29;5115;72,96;17,2;3362;1485;#N/A N/A;84,88;279,5;390;2401;67,55;45,91;445;2658;1833;145,9;26700;0,37;71,15;24,43;9,602;5332;897;#N/A N/A;163,68;59,46;340,5;20,4;93,33;101,85;101,44;159;20,63;6310;4595;264,2;293,6;44,4;750,8;73,75;111,22;35,49;71,86;22,395;102,9;674,6;52;108,185;22,43;23,76;20,94;88,94;145,2;197,4
04/06/2019;68,4;47,22;31,44;154,9;103,9091;118,48;68;5987;122,65;68,4;6,474;3522;72,55;63,52;41,995;64,25;31,44;544,6;22,26;2128;21,02;1785;1785;41,18;5040;71,82;17,39;3298;1471;#N/A N/A;85,68;279,3;385;2375;68,6;46,835;443,3;2641;1832,5;148,2;26700;0,355;70,65;24,83;9,982;5282;897;#N/A N/A;166,43;59,96;342,1;20,75;94,41;104,05;99,3;156,3;21,37;6319;4606;263;295,8;45;733,2;73,68;111,14;35,73;72,06;22,72;102;682,8;50,6;108,373;22,8;24,63;20,65;89,24;145,15;197,1
05/06/2019;69,4;46,875;31,53;156;103,8182;118,7;68,58;5959;126,43;69,4;6,5;3589;73,55;63,03;41,73;65,05;31,53;537,6;22,26;2157;21,42;1794,5;1794,5;40,84;5085;71,7;17,39;3336;1509;#N/A N/A;85,78;282,9;383;2384;68,65;46,69;450,5;2684;1850;150,4;26700;0,345;73,45;24,89;9,89;5382;895,5;#N/A N/A;166,84;60,5;349,5;20,65;96,55;104,75;100,36;159;21,34;6329;4521;263,8;295,9;45,96;757;73,71;111,96;34,94;72,3;22,42;103,55;685,4;51,8;108,721;22,59;24,66;20,99;89,32;148,8;196
06/06/2019;68,8;47,24;31,18;154,9;103,8182;117,96;69,4;6045;127,71;68,8;6,32;3575;73,85;62,65;41,005;63,85;31,18;543,5;22,26;2172;20,86;1826;1826;41,08;5105;71,58;17,08;3370,5;1505;#N/A N/A;86,56;282,9;368,8;2390;68,5;45,955;446,3;2694;1848;150,1;26700;0,315;73,1;24,92;9,803;5378;892;#N/A N/A;167,23;60,38;350,35;20,7;96,5;104;100,34;157,4;21,17;6404;4538,5;268,3;293,6;46,02;755,2;75,02;111,38;35,05;71,94;22,305;104,1;682,6;53;108,713;22,15;24,32;21,04;89,14;145,05;195,95
07/06/2019;70,12;47,795;31,65;153,4;106,2727;120,92;71,4;6028;131,43;70,12;6,354;3566;74,5;62,3;40,815;63,8;31,65;551,8;22,26;2179;21,12;1844,5;1844,5;41,37;5200;72,26;17,49;3407;1535;#N/A N/A;87,76;289,8;368,6;2400;69,2;45,9;452,4;2729;1892;152,3;26700;0,33;72,8;25,08;9,855;5432;890;#N/A N/A;166,98;61,94;357,05;20,7;97,11;104,05;101,4;160,2;21,1;6395;4518,5;269,4;297,8;47,6;754,6;78,32;113,72;35,6;73,16;22,105;104,15;692;54;108,794;22,45;24,38;21,34;90,28;146,55;195,7
10/06/2019;70,2;48,25;31,8;153,9;105,5455;121,06;71,36;6104;133;70,2;6,448;3567;74,2;63,25;41,48;63,8;31,8;555,5;22,26;2155;21,1;1858;1858;41,37;5230;72,6;18,77;3403;1527;#N/A N/A;87,62;286,2;356,6;2405;70,5;45,9;452,4;2729;1903,5;152,7;26700;0,335;73,4;25,43;10,074;5460;906;#N/A N/A;167,44;62,16;358,2;20,75;97,75;105,15;101,4;159,4;21,63;6394;4587;269,4;302;47,44;758;77,3;113,72;35,47;74,02;22,27;104,4;707,2;54;108,931;22,42;24,89;21,29;90,54;146,55;197,65
11/06/2019;71,98;48,27;31,88;153,8;106,5455;123,4;71,3;6137;128,93;71,98;6,432;3595;74,55;62,83;41,555;65,65;31,88;557;22,26;2174;21,25;1856,5;1856,5;42,11;5260;72,38;18,4;3394,5;1536;#N/A N/A;88,9;288;361;2388;70,25;46,775;458,1;2744;1981,5;155;26700;0,345;73,65;25,28;10,13;5480;901;#N/A N/A;166,61;62,96;359,6;21;97,56;107,85;101,24;159,2;22,3;6395;4696,5;273,2;303,6;47,5;761;76,1;113,18;36,69;74,32;22,3;104,25;701,6;54,4;109,354;23,16;25,51;21,11;90,66;149,65;195,95
12/06/2019;71,78;46,95;31,45;154,6;107,5455;122,28;69,34;6198;128,97;71,78;6,3;3594;75,35;62,53;41,14;66,7;31,45;540,8;22,26;2170;21,4;1862,5;1862,5;41,54;5250;72,4;17,51;3430;1563;#N/A N/A;87,28;294,1;363,6;2397;68,65;45,315;462,4;2765;2004;153,6;26700;0,34;72,5;25,02;10,024;5452;885;#N/A N/A;166,47;62,92;356,8;20,95;97,53;107,35;101,7;159,1;21,85;6675;4712,5;275,15;303,9;47,76;768,6;76,57;113,32;35,58;74,44;21,845;104,35;683,8;54;109,036;22,88;25,18;21,15;90,16;147,25;195,25
13/06/2019;72,52;46,98;31,43;155,9;107,4545;122,66;69,68;6194;130,28;72,52;6,248;3605;75,45;62,78;41,1;68,4;31,43;539;22,26;2159;21,42;1883;1883;42,25;5245;72,66;17,06;3424,5;1559;#N/A N/A;86,84;293,7;362,2;2384;68,5;46,135;463,3;2766;1996,5;154,7;26700;0,335;72,85;25,11;9,927;5508;897,5;#N/A N/A;168,01;62,94;355,25;21,05;97,5;110,25;101,16;158,95;21,41;6609;4806;276,3;306,1;47,88;769,8;75,98;114,44;36,79;75,08;21,48;104,1;683,6;54;109,089;23,5;24,89;21,15;89,58;150,9;199,45
14/06/2019;71,48;47,25;31,44;153,5;107,9545;122,42;68,1;6215;129,91;71,48;6,154;3530;74,8;62,42;40,86;68,3;31,44;538,9;22,26;2165;21,3;1911,5;1911,5;41,76;5240;72,52;17;3418,5;1578;#N/A N/A;85,46;296;360;2408;64,3;46,13;464,1;2776;1989,5;153,4;26700;0,345;71,65;25;9,821;5534;904;#N/A N/A;166,39;62,54;354;20,85;97,5;109,9;101,4;157,85;20,92;6526;4770;276;303,4;49;760,4;75,98;113,54;35,93;75,06;21,235;104,25;676,4;54,8;109,165;23,22;24,3;21,25;89,58;149,45;197,8
17/06/2019;71,46;47,15;31,28;152,1;107,5909;125;67,28;6250;130,65;71,46;6,154;3533;76,65;62,17;40,755;66,3;31,28;536;22,26;2155;21,45;1901;1901;41,05;5235;72,84;17;3400,5;1592;#N/A N/A;85,88;294,8;361;2420;62,5;46,465;459,5;2794;1992,5;155,8;26700;0,35;70,3;24,88;9,873;5564;901;#N/A N/A;166,13;62,84;358,3;20,55;97,32;111,5;101,5;160,1;20,9;6547;4773;275,3;302,5;46,62;770,8;75,47;114,62;36,66;75,04;21,13;104,9;689,2;54,6;109,275;22,95;24,48;21,26;89,9;151,3;196,85
18/06/2019;72,84;48,19;32,05;155,7;110,0909;125,46;68,94;6410;129,55;72,84;6,024;3559;77,7;63,37;41,495;68,5;32,05;545,9;22,26;2177;21,9;1912;1912;42,59;5335;74,1;16,68;3391;1627;#N/A N/A;88,66;296,2;375,6;2443;65,9;47,97;466,4;2831;2017;160;26700;0,33;70,6;24,96;10,07;5634;905,5;#N/A N/A;166,09;63,94;368,8;20,45;97,96;112,35;102,24;162,95;21,45;6583;4877,5;278,85;307,9;47,84;781,8;77,47;118,16;36,93;77,44;21,57;104,95;709,6;55;109,614;23,43;25,24;21,58;91,6;155;199,25
19/06/2019;72,5;48,315;32,5;160,7;109,8182;123;68,48;6450;132,77;72,5;6,04;3552;77,4;64,06;42,225;70;32,5;541,6;22,26;2135;21,75;1898;1898;43,62;5230;74,3;16,9;3385,5;1579;#N/A N/A;90;292,6;378,4;2381;65,3;48,365;463;2786;1983;160,4;26700;0,345;70,3;25;10,238;5608;900;#N/A N/A;169,5;63,4;366;20,2;98,75;114,05;101,08;162,35;22,29;6502;4649;279;304,7;47,42;778,8;77,88;116,98;36,51;77,26;22,05;104,65;711,2;55;109,784;23,7;26,09;21,42;92,68;151,05;199,05
20/06/2019;71,86;48,69;32,3;158,1;109,7727;123,46;69,66;6486;135,05;71,86;5,9;3526;77,85;64,62;41,42;70,3;32,3;549,3;22,26;2120;21,88;1868,5;1868,5;43,86;5330;74,88;17,15;3394,5;1600;#N/A N/A;90,42;292,9;381,2;2419;65,45;48,75;460,5;2801;2028;165,2;26700;0,34;70,85;24,93;9,951;5632;898,5;#N/A N/A;167,99;63,8;370;20,4;99,26;113,85;102;163,75;22,6;6310;4682,5;280,65;310,1;47,24;787;78,33;118,72;38,25;78,3;21,725;103,25;708,2;54,6;109,899;23,1;26,4;21,45;92,68;150,6;199,05
21/06/2019;71,94;49,115;32,11;158,5;111,2273;122,78;69,58;6378;132,87;71,94;5,95;3567;75,9;64,19;41,05;68,95;32,11;556,2;22,26;2102;21,73;1850;1850;44,01;5375;74,8;16,95;3380;1599;#N/A N/A;88,76;292,9;376;2414;64,1;48,19;460,1;2794;2008;165,3;26700;0,34;70,8;25,47;9,859;5564;898;#N/A N/A;170,8;64,42;368,3;20,4;99,38;113,2;101,52;162,8;22,02;6209;4689,5;277,15;311;47,42;790;77,68;118,5;38,88;78,9;22,05;101,55;702,8;54,6;109,8;23,1;26,6;21,52;91,04;151,25;200,3
24/06/2019;71,84;49;31,92;159,2;110,8636;123,26;68,34;6438;130,55;71,84;5,936;3575;74,5;63,42;40,76;67,65;31,92;550,3;22,26;2146;21,83;1887,5;1887,5;43,6;5345;75,2;16,72;3431,5;1601;#N/A N/A;89,04;292,1;361,4;2463;63,2;47,36;458,8;2799;2071;162,6;26700;0,34;72,45;25,49;9,793;5632;904;#N/A N/A;169,32;64,2;371,25;20,05;99,16;113,3;101,02;163,5;22,89;6349;4751;276,25;311,9;48,32;797,4;77,12;118,82;38,65;78,28;21,565;101,7;694,6;54;109,697;22,65;26,71;21,65;91,7;151,5;199
25/06/2019;71,8;48,945;31,8;158,8;110,8182;125,18;67,98;6442;125,74;71,8;5,862;3603;74,15;62,9;40,46;68,15;31,8;551;22,26;2146;21,68;1883;1883;42,95;5335;75,28;16,5;3423;1596;#N/A N/A;88,9;293,2;370,6;2430;63,55;47,61;457,8;2812;2056;162,6;26700;0,335;72,35;25,24;9,73;5616;898;#N/A N/A;169,41;63,82;371,7;19,7;98,9;110,25;101;163;21,85;6282;4773;276,3;315,8;49,18;795,2;77,05;118,46;38,58;78,06;21,425;102,5;702,4;55;109,594;23,04;26,68;21,6;92,06;148,75;196,35
26/06/2019;70,9;49,52;31,97;154,6;109,7273;125,54;68,26;6365;128,35;70,9;5,888;3562;72,65;64,45;41,165;68,4;31,97;554,5;22,26;2114;21,59;1883,5;1883,5;43,14;5285;74,7;16,5;3388,5;1569;#N/A N/A;86,7;288,7;376,6;2395;64,95;47,16;458,9;2793;2053;156,6;26700;0,33;71,85;25,5;9,998;5590;886;#N/A N/A;168,17;63,3;367,6;19,88;97,22;111;100,1;162,25;22,84;6201;4828;274,5;314,3;49,56;799,6;75,92;118,5;39,02;78,64;21,765;102,2;707,4;57,2;109,432;23,14;28,26;21,44;90,38;146,3;197,3
27/06/2019;71,44;49,125;32,03;152,9;110,6818;123,88;68,7;6409;131,04;71,44;5,986;3581;72,5;64,93;41,445;70,85;32,03;550,7;22,26;2115;21,76;1886;1886;43,77;5150;74,7;16,66;3369;1555;#N/A N/A;86,18;285,8;381,2;2350;66,3;47,88;453,7;2722;2028;157,4;26700;0,34;71,95;26,31;10,186;5582;899;#N/A N/A;170,97;63,58;368,35;19,94;97,48;110,75;100,56;161,4;22,96;6215;4828,5;273,55;315;49,74;796,8;75,68;118;39,11;78,98;21,99;101,9;710,8;57;109,472;22,96;28,82;21,26;89,74;148,8;200,2
28/06/2019;73,52;49,275;32,57;155,2;111,8636;124,68;69,66;6438;130,84;73,52;6,058;3731;72,85;64,8;41,765;72,25;32,57;548,6;22,26;2077;21,72;1887;1887;44,71;5120;74,5;17,42;3384;1532;#N/A N/A;86,94;285,4;389;2384;65,3;47,68;456;2756;2020;157,1;26700;0,33;72,85;26,45;10,196;5502;891;#N/A N/A;172,9;64,3;374,3;20,05;97,39;111,55;101,06;162,05;22,93;6214;4880,5;274,65;316,6;49,52;802,4;75,91;120,76;39,74;79,76;22,22;102,8;714,2;57,2;109,604;23,37;28,6;21,42;90,06;148,05;201,4
01/07/2019;75,06;49,775;32,78;155;111,5;124,3;71,44;6469;131,77;75,06;6,224;3744;73,1;65,1;42,085;72,95;32,78;557,9;22,22;2117;21,86;1899,5;1899,5;44,91;5090;74,24;17,09;3372;1552;#N/A N/A;88,12;287,7;402;2405;65,5;48,625;460,5;2750;2015;158,6;26700;0,325;71,9;26,45;10,228;5620;890;#N/A N/A;175,03;64,98;374,6;20,2;98,1;112,1;100,7;162,85;22,9;6162;4915,5;279,1;321,2;50;812,4;76,83;122,26;39,32;80,74;22,23;102,85;713,4;57,4;109,852;23,95;27,77;21,56;90,46;152,85;203,4
